"INDICATOR","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","1996","1996",1.61209,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","1997","1997",1.61921,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","1998","1998",1.71643,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","1999","1999",1.75587,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2000","2000",1.86469,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2001","2001",2.02831,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2002","2002",1.97873,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2003","2003",1.97478,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2004","2004",2.00416,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2005","2005",1.97759,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2006","2006",1.94872,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2007","2007",1.90857,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2008","2008",1.8604,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2009","2009",1.92227,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2010","2010",1.82958,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2011","2011",1.79132,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2012","2012",1.7766,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2013","2013",1.70964,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2014","2014",1.71824,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2015","2015",1.69718,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2016","2016",1.73019,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2017","2017",1.67165,,
"EXPGDP_TOT","GERD as a percentage of GDP","CAN","Canada","2018","2018",1.56625,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","1996","1996",0.89446,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","1997","1997",0.99439,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","1998","1998",1.06528,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","1999","1999",1.05452,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2000","2000",1.11319,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2001","2001",1.10333,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2002","2002",1.10202,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2003","2003",1.14741,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2004","2004",1.14559,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2005","2005",1.16835,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2006","2006",1.23173,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2007","2007",1.30228,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2008","2008",1.23933,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2009","2009",1.29438,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2010","2010",1.33688,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2011","2011",1.55571,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2012","2012",1.78231,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2013","2013",1.89973,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2014","2014",1.97285,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2015","2015",1.92923,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2016","2016",1.68015,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2017","2017",1.79079,,
"EXPGDP_TOT","GERD as a percentage of GDP","CZE","Czechia","2018","2018",1.92829,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","1996","1996",1.80667,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","1997","1997",1.88914,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","1998","1998",2.00619,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","1999","1999",2.12764,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","2001","2001",2.32466,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","2002","2002",2.44145,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","2003","2003",2.51085,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","2004","2004",2.41916,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","2005","2005",2.39337,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","2006","2006",2.403,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","2007","2007",2.51541,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","2008","2008",2.77346,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","2009","2009",3.05514,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","2010","2010",2.91707,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","2011","2011",2.94465,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","2012","2012",2.98125,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","2013","2013",2.97048,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","2014","2014",2.91409,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","2015","2015",3.05497,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","2016","2016",3.10401,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","2017","2017",3.046,,
"EXPGDP_TOT","GERD as a percentage of GDP","DNK","Denmark","2018","2018",3.06408,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","1996","1996",2.45311,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","1997","1997",2.62321,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","1998","1998",2.78655,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","1999","1999",3.05603,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2000","2000",3.24569,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2001","2001",3.19795,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2002","2002",3.2574,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2003","2003",3.30214,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2004","2004",3.31494,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2005","2005",3.32976,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2006","2006",3.33762,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2007","2007",3.34577,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2008","2008",3.54708,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2009","2009",3.74883,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2010","2010",3.72598,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2011","2011",3.63881,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2012","2012",3.41948,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2013","2013",3.28719,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2014","2014",3.16931,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2015","2015",2.89157,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2016","2016",2.74264,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2017","2017",2.7569,,
"EXPGDP_TOT","GERD as a percentage of GDP","FIN","Finland","2018","2018",2.77381,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","1996","1996",2.2228,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","1997","1997",2.14699,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","1998","1998",2.09476,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","1999","1999",2.10767,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2000","2000",2.09346,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2001","2001",2.13804,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2002","2002",2.17449,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2003","2003",2.11994,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2004","2004",2.09461,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2005","2005",2.05151,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2006","2006",2.05094,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2007","2007",2.02451,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2008","2008",2.06117,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2009","2009",2.21207,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2010","2010",2.17857,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2011","2011",2.19161,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2012","2012",2.22707,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2013","2013",2.23703,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2014","2014",2.27592,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2015","2015",2.26703,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2016","2016",2.22238,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2017","2017",2.20557,,
"EXPGDP_TOT","GERD as a percentage of GDP","FRA","France","2018","2018",2.20002,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","1996","1996",2.13911,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","1997","1997",2.18171,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","1998","1998",2.21195,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","1999","1999",2.34165,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2000","2000",2.4014,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2001","2001",2.39631,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2002","2002",2.4239,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2003","2003",2.46513,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2004","2004",2.4265,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2005","2005",2.42861,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2006","2006",2.46388,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2007","2007",2.44709,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2008","2008",2.59957,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2009","2009",2.72644,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2010","2010",2.71367,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2011","2011",2.79562,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2012","2012",2.86813,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2013","2013",2.82105,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2014","2014",2.86691,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2015","2015",2.91197,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2016","2016",2.91712,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2017","2017",3.03763,,
"EXPGDP_TOT","GERD as a percentage of GDP","DEU","Germany","2018","2018",3.09415,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","1997","1997",0.4291,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","1999","1999",0.56823,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2001","2001",0.55948,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2003","2003",0.54654,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2004","2004",0.5273,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2005","2005",0.57896,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2006","2006",0.56118,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2007","2007",0.57655,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2008","2008",0.66183,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2009","2009",0.62557,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2010","2010",0.59838,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2011","2011",0.67196,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2012","2012",0.69957,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2013","2013",0.81131,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2014","2014",0.8333,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2015","2015",0.96121,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2016","2016",0.99394,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2017","2017",1.13109,,
"EXPGDP_TOT","GERD as a percentage of GDP","GRC","Greece","2018","2018",1.17732,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","1996","1996",0.63025,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","1997","1997",0.69905,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","1998","1998",0.65625,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","1999","1999",0.67053,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2000","2000",0.78942,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2001","2001",0.91189,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2002","2002",0.98198,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2003","2003",0.91841,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2004","2004",0.86035,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2005","2005",0.92094,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2006","2006",0.98097,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2007","2007",0.95674,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2008","2008",0.9796,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2009","2009",1.13212,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2010","2010",1.13945,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2011","2011",1.18897,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2012","2012",1.26362,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2013","2013",1.38884,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2014","2014",1.35373,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2015","2015",1.36245,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2016","2016",1.20423,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2017","2017",1.3486,,
"EXPGDP_TOT","GERD as a percentage of GDP","HUN","Hungary","2018","2018",1.55484,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","1997","1997",1.7954,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","1998","1998",1.9532,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","1999","1999",2.23767,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2000","2000",2.5783,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2001","2001",2.8501,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2002","2002",2.82841,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2003","2003",2.70912,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2005","2005",2.68614,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2006","2006",2.8939,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2007","2007",2.54913,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2008","2008",2.48745,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2009","2009",2.59511,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2011","2011",2.41367,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2013","2013",1.70204,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2014","2014",1.94811,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2015","2015",2.20315,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2016","2016",2.11766,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2017","2017",2.10444,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISL","Iceland","2018","2018",2.02994,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRL","Ireland","1996","1996",1.27006,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRL","Ireland","1997","1997",1.24317,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRL","Ireland","1998","1998",1.20958,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRL","Ireland","1999","1999",1.15338,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRL","Ireland","2000","2000",1.08497,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRL","Ireland","2001","2001",1.05306,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRL","Ireland","2002","2002",1.05605,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRL","Ireland","2003","2003",1.12451,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRL","Ireland","2004","2004",1.17866,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRL","Ireland","2005","2005",1.19281,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRL","Ireland","2006","2006",1.19836,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRL","Ireland","2007","2007",1.23325,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRL","Ireland","2008","2008",1.38766,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRL","Ireland","2009","2009",1.6082,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRL","Ireland","2010","2010",1.59153,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRL","Ireland","2011","2011",1.56058,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRL","Ireland","2012","2012",1.56119,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRL","Ireland","2013","2013",1.5658,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRL","Ireland","2014","2014",1.52307,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRL","Ireland","2015","2015",1.18267,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRL","Ireland","2016","2016",1.16892,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRL","Ireland","2018","2018",1.14647,,
"EXPGDP_TOT","GERD as a percentage of GDP","ITA","Italy","1996","1996",0.94843,,
"EXPGDP_TOT","GERD as a percentage of GDP","ITA","Italy","1997","1997",0.98994,,
"EXPGDP_TOT","GERD as a percentage of GDP","ITA","Italy","1998","1998",1.00784,,
"EXPGDP_TOT","GERD as a percentage of GDP","ITA","Italy","1999","1999",0.98337,,
"EXPGDP_TOT","GERD as a percentage of GDP","ITA","Italy","2000","2000",1.00546,,
"EXPGDP_TOT","GERD as a percentage of GDP","ITA","Italy","2001","2001",1.04491,,
"EXPGDP_TOT","GERD as a percentage of GDP","ITA","Italy","2002","2002",1.08482,,
"EXPGDP_TOT","GERD as a percentage of GDP","ITA","Italy","2003","2003",1.06198,,
